"ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code"
"lia","West-Central Limba","Africa",9.52392,-12.3138,"west2450","lia"
"lmp","Limbum","Africa",6.58608,10.9802,"limb1268","lmp"
"lin","Lingala","Africa",1.40324,19.7829,"ling1263","lin"
"dop","Lukpa","Africa",9.51949,1.66954,"lukp1238","dop"
"lug","Ganda","Africa",0.66884,32.15153,"gand1255","lug"
"lgg","Lugbara","Africa",3.02245,30.8642,"lugb1240","lgg"
"lee","Lyélé","Africa",12.4305,-2.59229,"lyel1241","lee"
"mcu","Cameroon Mambila","Africa",6.43829,11.41953,"came1252","mcu"
"mzk","Nigeria Mambila","Africa",6.69736,11.3161,"nige1255","mzk"
"maw","Mampruli","Africa",10.3884,-0.74675,"mamp1244","maw"
"mlq","Western Maninkakan","Africa",13.5677,-12.8009,"west2500","mlq"
"emk","Eastern Maninkakan","Africa",9.33048,-10.5394,"east2426","emk"
"mdj","Mangbetu","Africa",2.5511,27.0712,"mang1394","mdj"
"mwk","Kita Maninkakan","Africa",13.1798,-9.49151,"kita1249","mwk"
"muh","Mündü","Africa",4.22755,29.9967,"mund1326","muh"
"mfn","Cross River Mbembe","Africa",6.16926,8.23592,"cros1244","mfn"
"mbo","Mbo (Cameroon)","Africa",5.13981,9.92766,"mboc1235","mbo"
"mcp","Makaa","Africa",4.15471,13.0789,"maka1304","mcp"
"men","Mende (Sierra Leone)","Africa",7.90935,-10.9926,"mend1266","men"
"mgo","Meta'","Africa",5.88942,9.87416,"meta1238","mgo"
"myk","Mamara Senoufo","Africa",12.4871,-5.28245,"mama1271","myk"
"mzw","Deg","Africa",8.43846,-2.28724,"degg1238","mzw"
"mif","Mofu-Gudur","Africa",10.567,14.0314,"mofu1248","mif"
"mos","Mossi","Africa",10.4524,-1.17278,"moss1236","mos"
"moa","Mwan","Africa",7.87533,-5.94577,"mwan1250","moa"
"mnf","Mundani","Africa",5.68073,9.91533,"mund1327","mnf"
"mkw","Kituba (Congo)","Africa",-4.15654,14.5648,"kitu1245","mkw"
"mur","Murle","Africa",6.69756,33.988,"murl1244","mur"
"sur","Mwaghavul","Africa",9.47205,8.96522,"mwag1236","sur"
"nfr","Nafaanra","Africa",8.00522,-2.51001,"nafa1258","nfr"
"nmz","Nawdm","Africa",7.17037,0.58553,"nawd1238","nmz"
"nuv","Northern Nuni","Africa",12.131,-2.98206,"nort2784","nuv"
"lem","Nomaande","Africa",4.5893,10.9157,"noma1260","lem"
"sba","Ngambay","Africa",8.57051,15.414,"ngam1268","sba"
"nga","Ngbaka Minagende","Africa",2.98887,18.994,"ngba1285","nga"
"ngb","Northern Ngbandi","Africa",3.56357,21.85251,"nort2774","ngb"
"nnh","Ngiemboon","Africa",5.56777,10.1266,"ngie1241","nnh"
"nwb","Nyabwa","Africa",6.87615,-6.84428,"nyab1255","nwb"
"lns","Lamnso'","Africa",6.39743,11.0684,"lamn1239","lns"
"yas","Nugunu (Cameroon)","Africa",4.63103,11.1837,"nugu1242","yas"
"nup","Nupe-Nupe-Tako","Africa",9.18404,5.40031,"nupe1254","nup"
"mhi","Ma'di","Africa",3.62499,31.8471,"madi1260","mhi"
"pbi","Parkwa","Africa",11.0206,14.0964,"park1239","pbi"
"fuc","Pulaar","Africa",13.8694,-13.4482,"pula1263","fuc"
"fuf","Pular","Africa",12.1826,-12.7338,"pula1262","fuf"
"rel","Rendille","Africa",2.27065,37.3608,"rend1243","rel"
"spy","Sabaot","Africa",1.01297,34.6664,"saba1262","spy"
"sag","Sango","Africa",6.78584,20.1702,"sang1328","sag"
"sag","Sango","Africa",6.78584,20.1702,"sang1328","sag"
"seq","Senara Sénoufo","Africa",10.4987,-5.28216,"sena1262","seq"
"srr","Sereer","Africa",13.8941,-16.3916,"sere1260","srr"
"sld","Sissala of Burkina Faso","Africa",11.0916,-2.38217,"siss1242","sld"
"sld","Sissala of Burkina Faso","Africa",11.0916,-2.38217,"siss1242","sld"
"khq","Koyra Chiini Songhay","Africa",16.192,-3.73962,"koyr1240","khq"
"snk","Soninke","Africa",13.1273,-11.7178,"soni1259","snk"
"snk","Soninke","Africa",13.1273,-11.7178,"soni1259","snk"
"sus","Susu","Africa",10.4046,-13.3628,"susu1250","sus"
"swh","Swahili","Africa",-8.25605,37.624,"swah1253","swh"
"ttq","Tawallammat Tamajaq","Africa",13.9878,4.47692,"tawa1286","ttq"
"taq","Tamasheq","Africa",14.2038,-2.41269,"tama1365","taq"
"yer","Tarok","Africa",8.98356,10.0288,"taro1263","yer"
"lor","Téén","Africa",9.84556,-3.71183,"teen1242","lor"
"tuq","Tedaga","Africa",18.0426,14.7717,"teda1241","tuq"
"kdh","Tem","Africa",8.967,1.136,"temm1241","kdh"
"tfi","Tofin Gbe","Africa",6.51774,2.43226,"tofi1235","tfi"
"tem","Timne","Africa",8.90294,-12.3331,"timn1235","tem"
"tik","Tikar","Africa",5.87004,11.6104,"tika1246","tik"
"toq","Toposa","Africa",5.15904,34.2159,"topo1242","toq"
"neb","Toura (Côte d'Ivoire)","Africa",7.76747,-7.33105,"tour1242","neb"
"tsp","Northern Toussian","Africa",11.133,-4.88274,"nort2787","tsp"
"vag","Vagla","Africa",9.33848,-2.31333,"vagl1239","vag"
"vut","Vute","Africa",6.13603,11.8839,"vute1244","vut"
"wwa","Waama","Africa",10.5956,1.65318,"waam1244","wwa"
"wan","Wan","Africa",7.88773,-5.82092,"wann1242","wan"
"wob","Wobe-Wè Northern","Africa",7.40391,-7.24617,"weno1238","wob"
"wol","Wolof","Africa",15.2534,-15.383,"nucl1347","wol"
"yam","Yamba","Africa",6.535505,11.07711,"yamb1251","yam"
"yat","Yambeta","Africa",4.83615,10.9369,"yamb1252","yat"
"yre","Yaouré","Africa",6.95282,-5.57851,"yaou1238","yre"
"ybb","Yemba","Africa",5.47421,10.0214,"yemb1246","ybb"
"pil","Yom","Africa",9.87186,1.81099,"yomm1242","pil"
"yor","Yoruba","Africa",7.15345,3.67225,"yoru1245","yor"
"yor","Yoruba","Africa",7.15345,3.67225,"yoru1245","yor"
"zne","Zande","Africa",4.62047,26.7157,"zand1248","zne"
"dje","Zarma-Kaado","Africa",12.8554,2.41173,"zarm1239","dje"
"gnd","Zulgo-Gemzek","Africa",10.827,14.0578,"zulg1242","gnd"
"fwe","Fwe","Africa",-17.72372,24.43151,"fwee1238","fwe"
"yey","Yeyi","Africa",-18.9178,23.6088,"yeyi1239","yey"
"cav","Cavineña","South America",-13.3544,-66.6277,"cavi1250","cav"
"ccc","Chamicuro","South America",-5.1149,-75.6778,"cham1318","ccc"
"che","Chechen","Eurasia",43.5,45.5,"chec1245","che"
"cdm","Chepang","Eurasia",27.7206,84.9017,"chep1245","cdm"
"mhr","Eastern Mari","Eurasia",55.8307,48.405,"east2328","mhr"
"cle","Lealao Chinantec","North America",17.3162,-95.9265,"leal1235","cle"
"ctu","Chol","North America",17.4897,-92.4698,"chol1282","ctu"
"crw","Chrau","Eurasia",10.8021,107.293,"chra1242","crw"
"boi","Barbareño","North America",34.462,-119.699,"barb1263","boi"
"crd","Coeur d'Alene","North America",47.2958,-116.715,"coeu1236","crd"
"com","Comanche","North America",34.5701,-98.424,"coma1245","com"
"cup","Cupeño","North America",33.3148,-116.515,"cupe1243","cup"
"cuv","Cuvok","Africa",10.6448,14.0006,"cuvo1236","cuv"
"anv","Denya","Africa",5.97237,9.39989,"deny1238","anv"
"kxl","Nepali Kurux","Eurasia",26.72057,86.00255,"nepa1253","kxl"
"aoj","Mufian","Papunesia",-3.57932,142.955,"mufi1238","aoj"
"usa","Usarufa","Papunesia",-6.38898,145.633,"usar1243","usa"
"","Korafe","Papunesia",NA,NA,"kora1295",""
"bjr","Binumarien","Papunesia",-6.22068,146.102,"binu1245","bjr"
"ego","Eggon","Africa",8.71442,8.45686,"eggo1239","ego"
"ekp","Ekpeye","Africa",5.06715,6.53362,"ekpe1253","ekp"
"","Endo","Africa",NA,NA,"endo1242",""
"ags","Esimbi","Africa",6.50094,9.86936,"esim1238","ags"
"fan","Fang (Equatorial Guinea)","Africa",1.723965,11.61454,"fang1246","fan"
"fuu","Furu","Africa",4.485,20.6448,"furu1242","fuu"
"gbd","Karadjeri","Australia",-18.6771,122.334,"kara1476","gbd"
"gby","Gbari","Africa",8.46411,7.10757,"gbar1246","gby"
"gvf","Golin","Papunesia",-6.2249,144.8505,"goli1247","gvf"
"gub","Guajajára","South America",-4.69461,-45.7081,"guaj1255","gub"
"gup","Bininj Kun-Wok","Australia",-12.3398,133.358,"gunw1252","gup"
"hay","Haya","Africa",-1.70878,31.4846,"haya1250","hay"
"","Huron","North America",NA,NA,"huro1249",""
"hch","Huichol","North America",21.954,-104.062,"huic1243","hch"
"qwh","Huaylas Ancash Quechua","South America",-9.38709,-77.7768,"huay1240","qwh"
"huv","San Mateo del Mar Huave","North America",16.2129,-95.0077,"sanm1287","huv"
"qxw","Jauja Wanca Quechua","South America",-11.6747,-75.2786,"jauj1238","qxw"
"lyn","Luyi","Africa",-15.01,22.67,"luya1241","lyn"
"iby","Ibani","Africa",4.49119,7.23558,"iban1261","iby"
"imn","Imonda","Papunesia",-3.31228,141.171,"imon1245","imn"
"inh","Ingush","Eurasia",42.9525,44.158,"ingu1240","inh"
"ksi","I'saka","Papunesia",-2.80084,141.303,"kris1246","ksi"
"yal","Yalunka","Africa",9.97186,-11.2836,"yalu1240","yal"
"izr","Izere","Africa",9.5,8.7,"izer1241","izr"
"jaa","Madi","South America",-7.62223,-66.5662,"jama1261","jaa"
"tow","Towa","North America",35.5994,-106.766,"jeme1245","tow"
"mgi","Lijili","Africa",8.52193,8.35562,"liji1238","mgi"
"kab","Kabyle","Africa",36.4103,4.76137,"kaby1243","kab"
"gid","Gidar","Africa",9.874715,14.07845,"gida1247","gid"
"kyz","Kayabí","South America",-11.2747,-55.5479,"kaya1329","kyz"
"kms","Kamasau","Papunesia",-3.8503,143.842,"kama1367","kms"
"kxo","Kanoê","South America",-12.1789,-64.5812,"kano1245","kxo"
"ndb","Kenswei Nsei","Africa",6.01713,10.412,"kens1251","ndb"
"xrb","Eastern Karaboro","Africa",10.4987,-4.52253,"east2398","xrb"
"kmv","Karipúna Creole French","South America",3.42825,-51.6888,"kari1301","kmv"
"ken","Kenyang","Africa",5.58288,9.55918,"keny1279","ken"
"khr","Kharia","Eurasia",22.3571,84.3922,"khar1287","khr"
"cog","Chong of Chanthaburi","Eurasia",12.5218,102.514,"chon1284","cog"
"kin","Kinyarwanda","Africa",-1.56771,29.6441,"kiny1244","kin"
"okr","Kirike","Africa",4.41126,6.98938,"kiri1254","okr"
"kkk","Kokota","Papunesia",-8.16481,159.191,"koko1269","kkk"
"kme","Bakole","Africa",4.43654,8.97387,"bako1250","kme"
"kma","Konni","Africa",10.2368,-1.54376,"konn1242","kma"
"","Kuay","Eurasia",NA,NA,"kuay1244",""
"kle","Kulung (Nepal)","Eurasia",27.1606,87.5717,"kulu1253","kle"
"kto","Kuot","Papunesia",-3.06952,151.537,"kuot1243","kto"
"kgg","Kusunda","Eurasia",29.1766,80.6309,"kusu1250","kgg"
"kxv","Kuvi","Eurasia",18.8832,83.7552,"kuvi1243","kxv"
"xwa","Kwaza","South America",-11.6667,-61.1833,"kwaz1243","xwa"
"lbj","Leh-Kenhat","Eurasia",33.468,80.6013,"lada1244","lbj"
"lag","Langi","Africa",-4.71413,35.9517,"lang1320","lag"
"lao","Lao","Eurasia",16.0726,104.568,"laoo1244","lao"
"lvk","Lavukaleve","Papunesia",-9.05569,159.119,"lavu1241","lvk"
"bwt","Bafaw-Balong","Africa",4.53307,9.522,"bafa1247","bwt"
"lun","Lunda","Africa",-11.1793,23.8662,"lund1266","lun"
"lch","Luchazi","Africa",-14.0648,22.2437,"luch1239","lch"
"bdu","Oroko","Africa",4.89504,9.15209,"orok1266","bdu"
"mkd","Macedonian","Eurasia",41.5957,21.7932,"mace1250","mkd"
"mxu","Mada (Cameroon)","Africa",10.8806,14.1142,"mada1293","mxu"
"grg","Madi (Papua New Guinea)","Papunesia",-5.63017,146.407,"madi1261","grg"
"mva","Manam","Papunesia",-4.07921,145.033,"mana1295","mva"
"bce","Bamenyam","Africa",5.77049,10.3302,"bame1260","bce"
"nmm","Manange","Eurasia",28.6416,84.0515,"mana1288","nmm"
"nge","Ngemba","Africa",5.97864,10.1469,"ngem1255","nge"
"mec","Marra","Australia",-14.7927,134.865,"mara1385","mec"
"ayz","Maybrat-Karon","Papunesia",-1.3679,132.591,"maib1239","ayz"
"gmm","Gbaya-Mbodomo","Africa",4.800365,14.606865,"gbay1281","gmm"
"byv","Medumba","Africa",5.10901,10.6118,"medu1238","byv"
"xmf","Mingrelian","Eurasia",42.5129,41.8719,"ming1252","xmf"
"bfm","Mmen","Africa",6.43213,10.2541,"mmen1238","bfm"
"mwt","Moken","Eurasia",10.1474,98.6765,"moke1242","mwt"
"cas","Mosetén-Chimané","South America",-14.64448,-67.83756,"mose1249","cas"
"mgg","Mpongmpong","Africa",3.14015,14.866,"mpon1254","mgg"
"mhk","Mungaka","Africa",5.89752,10.0294,"mung1266","mhk"
"","Mvumbo","Africa",NA,NA,"mvum1238",""
"mlv","Mwotlap","Papunesia",-13.6535,167.673,"motl1237","mlv"
"nnm","Namia","Papunesia",-3.85538,141.788,"nami1256","nnm"
"nml","Ndemli","Africa",4.58061,10.2197,"ndem1249","nml"
"apm","Mescalero-Chiricahua Apache","North America",33.1291,-105.566,"mesc1238","apm"
"yum","Quechan","North America",32.7859,-114.599,"quec1382","yum"
"nnk","Nankina","Papunesia",-5.80804,146.464,"nank1250","nnk"
"niq","Nandi","Africa",0.793737,35.408478,"nand1266","niq"
"kig","Kimaama","Papunesia",-8.01899,138.355,"kima1246","kig"
"mff","Naki","Africa",6.62784,10.2378,"naki1238","mff"
"ncl","Michoacán Nahuatl","North America",18.3412,-103.361,"mich1245","ncl"
"nag","Naga Pidgin","Eurasia",25.2508,93.4438,"naga1394","nag"
"nsh","Ngoshie","Africa",6.04616,9.83193,"ngos1238","nsh"
"nig","Ngalakgan","Australia",-14.4281,134.716,"ngal1293","nig"
"nam","Nangikurrunggurr","Australia",-14.268,131.237,"nang1259","nam"
"igo","Isebe","Papunesia",-5.20719,145.691,"iseb1246","igo"
"nla","Ngombale","Africa",5.70306,10.1446,"ngom1271","nla"
"nuk","Nuu-chah-nulth","North America",49.67,-126.67,"nuuc1236","nuk"
"kxm","Northern Khmer","Eurasia",14.4674,103.863,"nort2684","kxm"
"pao","Northern Paiute","North America",40.0799,-119.536,"nort2954","pao"
"kcn","Nubi","Africa",-0.183215,34.7552,"nubi1253","kcn"
"nus","Nuer","Africa",8.13911,32.3829,"nuer1246","nus"
"ekm","Elip","Africa",4.45694,11.193,"elip1238","ekm"
"nym","Nyamwezi","Africa",-5.08559,32.94452,"nyam1276","nym"
"nyl","Nyeu","Eurasia",14.8817,104.33,"nyeu1238","nyl"
"ann","Obolo","Africa",4.62851,7.81985,"obol1243","ann"
"","Mianmin","Papunesia",NA,NA,"mian1257",""
"fai","Faiwol","Papunesia",-5.4967,141.656,"faiw1243","fai"
"oku","Oku","Africa",6.23712,10.5096,"okuu1243","oku"
"oss","Ossetian","Eurasia",41.7882,43.2674,"osse1243","oss"
"pau","Palauan","Papunesia",7.34138,134.476678,"pala1344","pau"
"okv","Orokaiva","Papunesia",-8.79019,148.09,"orok1269","okv"
"yll","Yil","Papunesia",-3.46501,142.178,"yill1241","yll"
"niz","Ningil","Papunesia",-3.49733,142.251,"ning1273","niz"
"dob","Dobu","Papunesia",-9.63239,150.825,"dobu1241","dob"
"smq","Samo","Papunesia",-6.15496,142.195,"samo1303","smq"
"uvh","Uri","Papunesia",-6.41993,146.608,"urii1240","uvh"
"bzf","Boikin","Papunesia",-3.68297,143.474,"boik1241","bzf"
"prt","Prai","Eurasia",19.0383,101.218,"phai1238","prt"
"mlf","Mal","Eurasia",19.273,101.204,"mall1246","mlf"
"rma","Rama","North America",11.5007,-83.8571,"rama1270","rma"
"xmt","Matbat","Papunesia",-1.8801,130.075,"matb1237","xmt"
"run","Rundi","Africa",-1.44174,31.3191,"rund1242","run"
"nyn","Nyankole","Africa",-0.46364,30.548,"nyan1307","nyn"
"rwr","Marwari (India)","Eurasia",27.002,75.0656,"marw1260","rwr"
"ndi","Samba Leko","Africa",8.19236,11.7366,"samb1305","ndi"
"sbd","Southern Samo","Africa",12.713,-2.9052,"sout2844","sbd"
"sxm","Samre or Siem Reap","Eurasia",13.479,103.978,"samr1245","sxm"
"sae","Sabanê","South America",-12.9857,-60.335,"saba1268","sae"
"","Saanich","North America",NA,NA,"saan1246",""
"sas","Sasak","Papunesia",-8.58349,116.284,"sasa1249","sas"
"svr","Savara","Eurasia",18.7302,84.1414,"sava1244","svr"
"pos","Sayula Popoluca","North America",17.8606,-94.9531,"sayu1241","pos"
"sey","Secoya","South America",-0.459785,-75.5547,"seco1241","sey"
"trv","Seediq","Papunesia",23.9032,121.358,"taro1264","trv"
"ssg","Seimat","Papunesia",-1.5297,145.074,"seim1238","ssg"
"sza","Semelai","Eurasia",2.82799,102.806,"seme1247","sza"
"ser","Serrano","North America",33.9479,-116.772,"serr1255","ser"
"sbf","Shabo","Africa",7.64407,35.223,"shab1252","sbf"
"ywn","Yawanawa","South America",-8.87563,-71.8199,"yawa1260","ywn"
"kde","Makonde","Africa",-10.9906,39.5133,"mako1251","kde"
"sna","Shona","Africa",-17.20849,29.75725,"shon1251","sna"
"bax","Bamun","Africa",5.49017,10.8477,"bamu1253","bax"
"sjr","Siar-Lak","Papunesia",-4.62059,152.892,"siar1238","sjr"
"skr","Saraiki","Eurasia",29.5534,71.906,"sera1259","skr"
"sjw","Shawnee","North America",35.354,-96.7635,"shaw1249","sjw"
"skv","Skou","Papunesia",-2.64378,140.902,"nucl1634","skv"
"thm","Thavung","Eurasia",17.7655,104.229,"aheu1239","thm"
"erk","South Efate","Papunesia",-17.7006,168.377,"sout2856","erk"
"spo","Spokane","North America",47.9087,-118.062,"spok1245","spo"
"sso","Sissano","Papunesia",-3.01976,142.049,"siss1243","sso"
"stw","Satawalese","Papunesia",7.36084,147.038,"sata1237","stw"
"ulw","Ulwa","North America",12.932292,-83.581467,"ulwa1239","ulw"
"jup","Hupdë","South America",0.58622,-69.8359,"hupd1244","jup"
"zoh","Chimalapa Zoque","North America",16.6543,-94.6913,"chim1300","zoh"
"ztp","Loxicha Zapotec","North America",15.8442,-96.6997,"loxi1235","ztp"
"yuk","Yuki","North America",39.8389,-123.296,"yuki1243","yuk"
"yap","Yapese","Papunesia",9.55811,138.125,"yape1248","yap"
"yur","Yurok","North America",41.3262,-123.824,"yuro1248","yur"
"yuz","Yuracaré","South America",-16.7479,-65.1224,"yura1255","yuz"
"yux","Southern Yukaghir","Eurasia",64.218,154.375,"sout2750","yux"
"wbm","Zhenkang Wa","Eurasia",23.1024,99.108,"nucl1290","wbm"
"wms","Wambon","Papunesia",-5.44334,140.48,"wamb1259","wms"
"was","Washo","North America",38.8184,-119.64,"wash1253","was"
"way","Wayana","South America",2.77537,-54.4429,"waya1269","way"
"woc","Wogeo","Papunesia",-3.20238,144.089,"woge1237","woc"
"var","Huarijio","North America",27.8685,-108.437,"huar1255","var"
"vai","Vai","Africa",7.05085,-11.3262,"vaii1241","vai"
"ukr","Ukrainian","Eurasia",48.175842,24.395786,"ukra1253","ukr"
"phl","Phalura","Eurasia",35.5096,71.8421,"phal1254","phl"
"mky","East Makian","Papunesia",0.07337,127.423,"east2440","mky"
"tpi","Tok Pisin","Papunesia",-9.41971,147.303,"tokp1240","tpi"
"bjz","Baruga","Papunesia",-9.40132,148.761,"baru1269","bjz"
"tav","Tatuyo","South America",0.55582,-70.5327,"tatu1247","tav"
"tgw","Tagwana Senoufo","Africa",8.67053,-5.17372,"tagw1240","tgw"
"mzn","Mazanderani","Eurasia",36.241,52.3009,"maza1291","mzn"
"blk","Pa'o Karen","Eurasia",20.211,97.5969,"paok1235","blk"
"tft","Ternate","Papunesia",0.80562,127.333,"tern1247","tft"
"tob","Toba","South America",-24.40253,-60.4472866667,"toba1269","tob"
"pol","Polish","Eurasia",51.8439,18.6255,"poli1260","pol"
"cmn","Mandarin Chinese","Eurasia",40.0209,116.228,"mand1415","cmn"
"ijn","Kalabari","Africa",4.53194,6.69539,"kala1381","ijn"
"ydd","Eastern Yiddish","Eurasia",51.75,19.42,"east2295","ydd"
"nld","Dutch","Eurasia",52,5,"dutc1256","nld"
"mla","Tamambo","Papunesia",-15.6835,167.16,"malo1243","mla"
"gay","Gayo","Papunesia",4.3733,97.3456,"gayo1244","gay"
"jam","Jamaican Creole English","North America",18.13,-77.2612,"jama1262","jam"
"mcs","Mambai","Africa",9.6121,14.0013,"mamb1294","mcs"
"arg","Aragonese","Eurasia",42.4669,-0.00919,"arag1245","arg"
"zts","Tilquiapan Zapotec","North America",16.8529,-96.6321,"tilq1235","zts"
"ibb","Ibibio","Africa",5.15279,7.86688,"ibib1240","ibb"
"tam","Tamil","Eurasia",10.520219,78.825989,"tami1289","tam"
"zpq","Zoogocho Zapotec","North America",17.2016,-96.3433,"zoog1238","zpq"
"bgo","Baga Koga","Africa",10.1286,-13.947,"baga1273","bgo"
"nxl","South Nuaulu","Papunesia",-3.23411,129.148,"sout2895","nxl"
"slu","Selaru","Papunesia",-8.18376,130.961,"sela1259","slu"
"tvd","Tsuvadi","Africa",10.8421,5.22095,"tsuv1239","tvd"
"wos","Hanga Hundi","Papunesia",-3.90364,142.849,"hang1263","wos"
"blr","Blang","Eurasia",22.0092,99.7405,"blan1242","blr"
"txx","Tatana","Papunesia",5.49808,115.553,"tata1257","txx"
"bod","Tibetan","Eurasia",28.3681,90.1872,"tibe1272","bod"
"ruk","Che","Africa",10.0031,8.67024,"chee1238","ruk"
"tol","Tolowa-Chetco","North America",41.9192,-124.1,"tolo1259","tol"
"pae","Pagibete","Africa",3.15636,22.1212,"pagi1243","pae"
"cho","Choctaw","North America",33.8993,-94.819,"choc1276","cho"
"crg","Michif","North America",49.1681,-99.9119,"mich1243","crg"
"plg","Pilagá","South America",-25.0058,-60.1537,"pila1245","plg"
"yuc","Yuchi","North America",35.96146,-95.03933,"yuch1247","yuc"
"bwi","Baniwa do Icana","South America",2.17859,-67.7704,"bani1255","bwi"
"ktn","Karitiâna","South America",-9.37937,-64.1522,"kari1311","ktn"
"esi","North Alaskan Inupiatun","North America",69.582,-143.77,"nort2943","esi"
"zab","San Juan Guelavía Zapotec","North America",17.0332,-96.5967,"sanj1284","zab"
"tzo","Tzotzil","North America",16.6362,-92.7388,"tzot1259","tzo"
"sid","Sidamo","Africa",6.74176,38.3729,"sida1246","sid"
"bdr","West Coast Bajau","Papunesia",6.00631,116.124,"west2560","bdr"
"cid","Chimariko","North America",41,-123,"chim1301","cid"
"tee","Huehuetla Tepehua","North America",20.6189,-97.9347,"hueh1236","tee"
"ute","Ute-Southern Paiute","North America",40.0965,-110.305,"utes1238","ute"
"duo","Dupaninan Agta","Papunesia",17.3748,122.188,"dupa1235","duo"
"ton","Tonga (Tonga Islands)","Papunesia",-21.17,-175.25,"tong1325","ton"
"lmw","Lake Miwok","North America",39.0021,-122.621,"lake1258","lmw"
"lzz","Laz","Eurasia",41.5004,41.9096,"lazz1240","lzz"
"jun","Juang","Eurasia",21.2606,85.5845,"juan1238","jun"
"adn","Adang","Papunesia",-8.18958,124.448,"adan1251","adn"
"ael","Ambele","Africa",5.94043,9.62028,"ambe1247","ael"
"apu","Apurinã","South America",-8.21692,-66.7714,"apur1254","apu"
"ace","Achinese","Eurasia",3.90757,96.6032,"achi1257","ace"
"aig","Antigua and Barbuda Creole English","North America",17.068263,-61.821863,"anti1245","aig"
"akl","Aklanon","Papunesia",11.5543,122.354,"akla1241","akl"
"arh","Arhuaco","South America",10.7018,-73.6363,"arhu1242","arh"
"","Karo","South America",NA,NA,"karo1306",""
"ayl","Libyan Arabic","Africa",22.0032,15.0014,"liby1240","ayl"
"bbc","Batak Toba","Papunesia",2.35498,99.1761,"bata1289","bbc"
"bci","Baoulé","Africa",5.42509,-4.76565,"baou1238","bci"
"bfw","Bondo","Eurasia",19.1512,83.8141,"bond1245","bfw"
"","Bikele","Africa",NA,NA,"bike1242",""
"bla","Siksika","North America",49.0669,-113.109,"siks1238","bla"
"bll","Biloxi","North America",31.32,-89.1951,"bilo1248","bll"
"bzj","Belize Kriol English","North America",17.3941,-88.6281,"beli1260","bzj"
"cku","Koasati","North America",30.4096,-92.709,"koas1236","cku"
"coo","Comox","North America",49.7233,-124.967,"como1259","coo"
"cso","Sochiapam Chinantec","North America",17.7985,-96.6079,"soch1239","cso"
"diq","Dimli","Eurasia",38.6147,39.6388,"diml1238","diq"
"ets","Yekhee","Africa",7.10204,6.44919,"yekh1238","ets"
"frr","Northern Frisian","Eurasia",54.6409,8.58489,"nort2626","frr"
"gju","Gujari","Eurasia",34.3768,73.1461,"guja1253","gju"
"gvc","Kotiria","South America",1.07554,-69.5705,"guan1269","gvc"
"hum","Hungana-Saamba","Africa",-3.69695,18.4312,"hung1278","hum"
"hur","Halkomelem","North America",48.0751,-122.029,"halk1245","hur"
"hus","Huastec","North America",21.6153,-98.5028,"huas1242","hus"
"ilo","Iloko","Papunesia",15.9361,120.993,"ilok1237","ilo"
"kbc","Kadiwéu","South America",-19.7222,-57.582,"kadi1248","kbc"
"kub","Kutep","Africa",7.07479,10.0916,"kute1248","kub"
"kwi","Awa-Cuaiquer","South America",1.21652,-78.3401,"awac1239","kwi"
"lis","Lisu","Eurasia",22.5488,94.0184,"lisu1250","lis"
"los","Loniu","Papunesia",-2.06124,147.35,"loni1238","los"
"mbe","Molale","North America",44.556,-122.857,"mola1238","mbe"
"mcf","Matsés","South America",-5.73914,-72.6281,"mats1244","mcf"
"mni","Manipuri","Eurasia",24.4409,93.3426,"mani1292","mni"
"mnk","Mandinka","Africa",12.8165233333,-15.6539466667,"mand1436","mnk"
"moc","Mocoví","South America",-28.097,-60.4145,"moco1246","moc"
"mam","Mam","North America",14.8034,-91.7231,"mamm1241","mam"
"myu","Mundurukú","South America",-8.41095,-57.691,"mund1330","myu"
"ncg","Nisga'a","North America",55.199,-129.192,"nisg1240","ncg"
"nds","Eastern Low German","Eurasia",50.771,6.092,"nort2627","nds"
"pmq","Northern Pame","North America",22.0968,-99.6434,"nort2984","pmq"
"par","Panamint","North America",36.0007,-117.901,"pana1305","par"
"pcm","Nigerian Pidgin","Africa",9.65873,4.21068,"nige1257","pcm"
"pej","Northern Pomo","North America",39.1084,-123.209,"nort2966","pej"
"poq","Texistepec Popoluca","North America",17.8926,-94.8076,"texi1237","poq"
"kca","Kazym-Berezover-Suryskarer Khanty","Eurasia",62.4308,66.1218,"khan1273","kca"
"cat","Catalan","Eurasia",41.453,1.569,"stan1289","cat"
"hrv","Croatian","Eurasia",45.2006,16.826,"croa1245","hrv"
"ces","Czech","Eurasia",49.873398,15.10437,"czec1258","ces"
"glg","Galician","Eurasia",42.2446,-7.5343,"gali1258","glg"
"kbp","Kabiyé","Africa",8.96816,0.495023,"kabi1261","kbp"
"mnh","Mono (Democratic Republic of Congo)","Africa",4.57915,19.8264,"mono1270","mnh"
"ind","Indonesian","Papunesia",-7.33458,109.716,"indo1316","ind"
"ita","Italian","Eurasia",43.0464,12.6489,"ital1282","ita"
"qxl","Salasaca Highland Quichua","South America",-1.35447,-78.3953,"sala1272","qxl"
"sei","Seri","North America",28.9877,-112.384,"seri1257","sei"
"snd","Sindhi","Eurasia",26,69,"sind1272","snd"
"slv","Slovenian","Eurasia",46.2543,14.7766,"slov1268","slv"
"swe","Swedish","Eurasia",59.800634,17.389526,"swed1254","swe"
"mky","East Makian","Papunesia",0.07337,127.423,"east2440","mky"
