"ID","Contributor_ID","Name","Contributors","References","URI"
138,"spa","Wolof","Stanford Phonology Archive","sauvageot1965;manessysauvageot1963;ward1963","https://archive.org/details/wol_SPA1979_phon"
139,"spa","Dagbani","Stanford Phonology Archive","wilsonbendor-samuel1969","https://archive.org/details/dag_SPA1979_phon"
140,"spa","Akan","Stanford Phonology Archive","ladefoged1964;schachterfromkin1968;stewart1967;welmers1946","https://archive.org/details/aka_SPA1979_phon"
141,"spa","Ga","Stanford Phonology Archive","berry1951a","https://archive.org/details/gaa_SPA1979_phon"
142,"spa","Ewe","Stanford Phonology Archive","stahlke1970;berry1951;ansre1961;ladefoged1964","https://archive.org/details/ewe_SPA1979_phon"
143,"spa","Igbo","Stanford Phonology Archive","williamson1969;carnochan1948;swift_etal1962;ladefoged1968;ward1936","https://archive.org/details/ibo_SPA1979_phon"
144,"spa","Beembe","Stanford Phonology Archive","jacquot1962","https://archive.org/details/beq_SPA1979_phon"
145,"spa","Swahili","Stanford Phonology Archive","polome1967","https://archive.org/details/swh_SPA1979_phon"
146,"spa","Luvale","Stanford Phonology Archive","horton1949","https://archive.org/details/lue_SPA1979_phon"
147,"spa","Zulu","Stanford Phonology Archive","doke1926;doke1961","https://archive.org/details/zul_SPA1979_phon"
148,"spa","Gbeya","Stanford Phonology Archive","samarin1966","https://archive.org/details/gbp_SPA1979_phon"
149,"spa","Songhai","Stanford Phonology Archive","prost1956","https://archive.org/details/ses_SPA1979_phon"
150,"spa","Kanuri","Stanford Phonology Archive","lukas1937","https://archive.org/details/knc_SPA1979_phon"
151,"spa","Logbara","Stanford Phonology Archive","crazzolara1960;tuckerbryan1966",NA
152,"spa","Mahas-Fiyadikka","Stanford Phonology Archive","bell1971","https://archive.org/details/fia_SPA1979_phon"
153,"spa","Luo","Stanford Phonology Archive","gregersen1961","https://archive.org/details/luo_SPA1979_phon"
154,"spa","Maasai","Stanford Phonology Archive","tuckermpaayei1955;tuckerbryan1966","https://archive.org/details/mas_SPA1979_phon"
155,"spa","Nama","Stanford Phonology Archive","beach1938","https://archive.org/details/naq_SPA1979_phon"
156,"spa","Irish Gaelic","Stanford Phonology Archive","fhailigh1968;florence1970","https://archive.org/details/gle_SPA1979_phon"
157,"spa","Breton","Stanford Phonology Archive","ternes1970","https://archive.org/details/bre_SPA1979_phon"
158,"spa","Icelandic","Stanford Phonology Archive","haugen1958;einarsson1949","https://archive.org/details/isl_SPA1979_phon"
159,"spa","Norwegian","Stanford Phonology Archive","vanvik1972;vanvik1972a","https://archive.org/details/nob_SPA1979_phon"
160,"spa","English","Stanford Phonology Archive","oconner1973;gimson1962;halle1973;fudge1975;trnka1968","https://archive.org/details/eng_SPA1979_phon"
161,"spa","German","Stanford Phonology Archive","moulton1962;philipp1974;werner1972","https://archive.org/details/deu_SPA1979_phon"
162,"spa","French","Stanford Phonology Archive","sten1963","https://archive.org/details/fra_SPA1979_phon"
163,"spa","Portuguese","Stanford Phonology Archive","head1964;camara1972","https://archive.org/details/por_SPA1979_phon"
164,"spa","Spanish","Stanford Phonology Archive","navarro1961;harris1969;saportacontreras1962","https://archive.org/details/spa_SPA1979_phon"
165,"spa","Rumanian","Stanford Phonology Archive","agard1958;ruhlen1973","https://archive.org/details/ron_SPA1979_phon"
166,"spa","Russian","Stanford Phonology Archive","jonesward1969;halle1959","https://archive.org/details/rus_SPA1979_phon"
167,"spa","Bulgarian","Stanford Phonology Archive","aronson1968;klagstad1958","https://archive.org/details/bul_SPA1979_phon"
168,"spa","Lithuanian","Stanford Phonology Archive","senn1966;augustitis1964;ambrazas_etal1966","https://archive.org/details/lit_SPA1979_phon"
169,"spa","Albanian","Stanford Phonology Archive","newmark1957","https://archive.org/details/sqi_SPA1979_phon"
170,"spa","Modern Greek","Stanford Phonology Archive","householder_etal1964;newton1972;kaisse1975;kaisse1976","https://archive.org/details/ell_SPA1979_phon"
171,"spa","Armenian","Stanford Phonology Archive","allen1950","https://archive.org/details/hye_SPA1979_phon"
172,"spa","Persian","Stanford Phonology Archive","obolensky_etal1963","https://archive.org/details/pes_SPA1979_phon"
173,"spa","Pashto","Stanford Phonology Archive","shafeev1964","https://archive.org/details/pst_SPA1979_phon"
174,"spa","Kashimiri","Stanford Phonology Archive","kelkartrisal1964","https://archive.org/details/kas_SPA1979_phon"
175,"spa","Punjabi","Stanford Phonology Archive","gillgleason1963","https://archive.org/details/pan_SPA1979_phon"
176,"spa","Hindi-Urdu","Stanford Phonology Archive","kelkar1968;vermeersharma1966;pinnow1953;srivastava1969","https://archive.org/details/hin_SPA1979_phon"
177,"spa","Bengali","Stanford Phonology Archive","fergusonchowdhury1960","https://archive.org/details/ben_SPA1979_phon"
178,"spa","Sinhalese","Stanford Phonology Archive","coatessilva1960","https://archive.org/details/sin_SPA1979_phon"
179,"spa","Basque","Stanford Phonology Archive","ndiaye1970;gavel1929","https://archive.org/details/eus_SPA1979_phon"
180,"spa","Finnish","Stanford Phonology Archive","lehtinen1964;harms1964;austerlitz1967;hammarberg1974;kiparsky1968;harms1966","https://archive.org/details/fin_SPA1979_phon"
181,"spa","Cheremis","Stanford Phonology Archive","ristinen1960","https://archive.org/details/mhr_SPA1979_phon"
182,"spa","Komi","Stanford Phonology Archive","lytkin1966;bubrich1949","https://archive.org/details/kpv_SPA1979_phon"
183,"spa","Hungarian","Stanford Phonology Archive","kalman1972;banhidi_etal1965;hall1938;hall1944","https://archive.org/details/hun_SPA1979_phon"
184,"spa","Ostyak","Stanford Phonology Archive","gulya1966;steinitz1950;katz1975","https://archive.org/details/kca_SPA1979_phon"
185,"spa","Yurak","Stanford Phonology Archive","hajdu1963;decsy1966;ristinen1965;ristinen1968;katz1975","https://archive.org/details/yrk_SPA1979_phon"
186,"spa","Turkish","Stanford Phonology Archive","swift1963;lees1961;underhill1976","https://archive.org/details/tur_SPA1979_phon"
187,"spa","Azerbaijani","Stanford Phonology Archive","householderlofti1965","https://archive.org/details/aze_SPA1979_phon"
188,"spa","Kirghiz","Stanford Phonology Archive","herbertpoppe1963","https://archive.org/details/kir_SPA1979_phon"
189,"spa","Chuvash","Stanford Phonology Archive","kruger1961;andreev1966","https://archive.org/details/chv_SPA1979_phon"
190,"spa","Yakut","Stanford Phonology Archive","krueger1962;bohtlingk1964","https://archive.org/details/sah_SPA1979_phon"
191,"spa","Khalkha","Stanford Phonology Archive","hangin1968;luvsanvandan1964;street1963","https://archive.org/details/khk_SPA1979_phon"
192,"spa","Even","Stanford Phonology Archive","novikova1960","https://archive.org/details/eve_SPA1979_phon"
193,"spa","Yukaghir","Stanford Phonology Archive","krejnovich1968b;krejnovich1958","https://archive.org/details/ykg_SPA1979_phon"
194,"spa","Gilyak","Stanford Phonology Archive","panfilov1962;panfilov1968","https://archive.org/details/niv_SPA1979_phon"
195,"spa","Chukchi","Stanford Phonology Archive","skorik1968;skorik1961","https://archive.org/details/ckt_SPA1979_phon"
196,"spa","Ainu","Stanford Phonology Archive","simeon1969",NA
197,"spa","Japanese","Stanford Phonology Archive","bloch1950;martin1952;jorden1963","https://archive.org/details/jpn_SPA1979_phon"
198,"upsid","KOTOKO","UCLA Phonological Segment Inventory Database","bouny1977","http://web.phonetik.uni-frankfurt.de/L/L4373.html"
199,"upsid","ACHUMAWI","UCLA Phonological Segment Inventory Database","olmsted1964;olmsted1966","http://web.phonetik.uni-frankfurt.de/L/L6744.html"
200,"upsid","ADZERA","UCLA Phonological Segment Inventory Database","holzknecht1973","http://web.phonetik.uni-frankfurt.de/L/L2419.html"
201,"upsid","ARRERNTE","UCLA Phonological Segment Inventory Database","no source given","http://web.phonetik.uni-frankfurt.de/L/L8362.html"
202,"upsid","AMELE","UCLA Phonological Segment Inventory Database","roberts1987","http://web.phonetik.uni-frankfurt.de/L/L8635.html"
203,"upsid","ANGAATIHA","UCLA Phonological Segment Inventory Database","huisman1973;huisman_etal1981;huismanlloyd1981","http://web.phonetik.uni-frankfurt.de/L/L8627.html"
204,"upsid","AGHEM","UCLA Phonological Segment Inventory Database","hyman1979","http://web.phonetik.uni-frankfurt.de/L/L4134.html"
205,"upsid","AIZI","UCLA Phonological Segment Inventory Database","herault1971","http://web.phonetik.uni-frankfurt.de/L/L4131.html"
206,"upsid","AHTNA","UCLA Phonological Segment Inventory Database","kari1979;karibuck1975","http://web.phonetik.uni-frankfurt.de/L/L6108.html"
207,"upsid","AINU","UCLA Phonological Segment Inventory Database","patrie1982;simeon1969","http://web.phonetik.uni-frankfurt.de/L/L2140.html"
208,"upsid","AKAN","UCLA Phonological Segment Inventory Database","dolphyne1988;ladefoged1964;schachterfromkin1968;stewart1967;welmers1946","http://web.phonetik.uni-frankfurt.de/L/L4115.html"
209,"upsid","AKAWAIO","UCLA Phonological Segment Inventory Database","edwards1978","http://web.phonetik.uni-frankfurt.de/L/L6853.html"
210,"upsid","ALABAMA","UCLA Phonological Segment Inventory Database","rand1968","http://web.phonetik.uni-frankfurt.de/L/L6759.html"
211,"upsid","QAWASQAR","UCLA Phonological Segment Inventory Database","clairis1977","http://web.phonetik.uni-frankfurt.de/L/L6859.html"
212,"upsid","ALLADIAN","UCLA Phonological Segment Inventory Database","duponchel1971;dumestreduponchel1971","http://web.phonetik.uni-frankfurt.de/L/L4152.html"
213,"upsid","ALEUT","UCLA Phonological Segment Inventory Database","bergsland1956;bergsland1959;jakobson1944;menovshchikov1968","http://web.phonetik.uni-frankfurt.de/L/L6900.html"
214,"upsid","ALAWA","UCLA Phonological Segment Inventory Database","sharpe1972","http://web.phonetik.uni-frankfurt.de/L/L8354.html"
215,"upsid","ALBANIAN","UCLA Phonological Segment Inventory Database","newmark1957","http://web.phonetik.uni-frankfurt.de/L/L2021.html"
216,"upsid","AMAHUACA","UCLA Phonological Segment Inventory Database","osborn1948","http://web.phonetik.uni-frankfurt.de/L/L6810.html"
217,"upsid","AMUESHA","UCLA Phonological Segment Inventory Database","fast1953;wise1958","http://web.phonetik.uni-frankfurt.de/L/L6824.html"
218,"upsid","HAMER","UCLA Phonological Segment Inventory Database","lydall1976","http://web.phonetik.uni-frankfurt.de/L/L4365.html"
219,"upsid","AMHARIC","UCLA Phonological Segment Inventory Database","klingenheben1966;leslau1968;sumner1957","http://web.phonetik.uni-frankfurt.de/L/L4352.html"
220,"upsid","AMO","UCLA Phonological Segment Inventory Database","anderson1980;di-luzio1972","http://web.phonetik.uni-frankfurt.de/L/L4122.html"
221,"upsid","ALAMBLAK","UCLA Phonological Segment Inventory Database","bruce1984","http://web.phonetik.uni-frankfurt.de/L/L8634.html"
222,"upsid","AMUZGO","UCLA Phonological Segment Inventory Database","bauernschmidt1965;longacre1966","http://web.phonetik.uni-frankfurt.de/L/L6770.html"
223,"upsid","ANGAS","UCLA Phonological Segment Inventory Database","burquest1971","http://web.phonetik.uni-frankfurt.de/L/L4367.html"
224,"upsid","ANDOKE","UCLA Phonological Segment Inventory Database","landaburu1979","http://web.phonetik.uni-frankfurt.de/L/L6851.html"
225,"upsid","WESTERN DESERT","UCLA Phonological Segment Inventory Database","douglas1955;douglas1964","http://web.phonetik.uni-frankfurt.de/L/L8360.html"
226,"upsid","APINAYE","UCLA Phonological Segment Inventory Database","burgessham1968","http://web.phonetik.uni-frankfurt.de/L/L6809.html"
227,"upsid","ANDAMANESE","UCLA Phonological Segment Inventory Database","brown1914;voegelinvoegelin1966","http://web.phonetik.uni-frankfurt.de/L/L8600.html"
228,"upsid","ARCHI","UCLA Phonological Segment Inventory Database","kodzasov1977","http://web.phonetik.uni-frankfurt.de/L/L2605.html"
229,"upsid","ARABELA","UCLA Phonological Segment Inventory Database","rich1963","http://web.phonetik.uni-frankfurt.de/L/L6817.html"
230,"upsid","ARAUCANIAN","UCLA Phonological Segment Inventory Database","echeverriacontreras1965;key1978","http://web.phonetik.uni-frankfurt.de/L/L6837.html"
231,"upsid","ARABIC","UCLA Phonological Segment Inventory Database","kennedy1960;mitchell1962;tomiche1964","http://web.phonetik.uni-frankfurt.de/L/L4350.html"
232,"upsid","AUCA","UCLA Phonological Segment Inventory Database","saintpike1962","http://web.phonetik.uni-frankfurt.de/L/L6818.html"
233,"upsid","AVAR","UCLA Phonological Segment Inventory Database","charachidze1981;zhirkov1936","http://web.phonetik.uni-frankfurt.de/L/L2606.html"
